Name;Fuel Type;ISO Code;Country Code;Location;Node;Un;min. P;max. P
k36n0h2_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_36;1;0.4;0;2
k36n0h7_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_36;1;0.4;0;2
k36n0h18_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_36;1;0.4;0;2
k36n0h19_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_36;1;0.4;0;2
k36n0h19_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_36;1;0.4;0;2
k36n0h31_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_36;1;0.4;0;2
k37dea0_13264_wea;;;Netzgruppe_Default;Standort_37;1;10;0;2
k38n0h15_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_38;1;0.4;0;2
k38n0h37_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_38;1;0.4;0;2
k38n0h41_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_38;1;0.4;0;2
k4n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_4;1;0.4;0;2
k4n0h18_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_4;1;0.4;0;2
k40dea0_1024305_wea;;;Netzgruppe_Default;Standort_40;1;10;0;2
k41n0h15_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_41;1;0.4;0;2
k41n0h19_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_41;1;0.4;0;2
k41n0h20_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_41;1;0.4;0;2
k41n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_41;1;0.4;0;2
k41n0h22_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_41;1;0.4;0;2
k42n0h19_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_42;1;0.4;0;2
k42n0h53_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_42;1;0.4;0;2
k42n0h53_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_42;1;0.4;0;2
k43n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h17_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h34_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h40_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h44_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k43n0h44_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_43;1;0.4;0;2
k44n0h2_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_44;1;0.4;0;2
k44n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_44;1;0.4;0;2
k45dea0_13310_wea;;;Netzgruppe_Default;Standort_45;1;10;0;2
k46n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_46;1;0.4;0;2
k46n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_46;1;0.4;0;2
k46n0h6_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_46;1;0.4;0;2
k47n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_47;1;0.4;0;2
k47n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_47;1;0.4;0;2
k47n0h11_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_47;1;0.4;0;2
k47n0h14_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_47;1;0.4;0;2
k47n0h15_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_47;1;0.4;0;2
k48n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_48;1;0.4;0;2
k48n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_48;1;0.4;0;2
k48n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_48;1;0.4;0;2
k48n0h7_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_48;1;0.4;0;2
k49n0h18_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_49;1;0.4;0;2
k49n0h33_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_49;1;0.4;0;2
k49n0h37_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_49;1;0.4;0;2
k5n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_5;1;0.4;0;2
k5n0h30_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_5;1;0.4;0;2
k5n0h40_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_5;1;0.4;0;2
k5n0h45_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_5;1;0.4;0;2
k50n0h25_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_50;1;0.4;0;2
k50n0h38_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_50;1;0.4;0;2
k50n0h46_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_50;1;0.4;0;2
k50n0h46_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_50;1;0.4;0;2
k50n0h50_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_50;1;0.4;0;2
k51n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_51;1;0.4;0;2
k51n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_51;1;0.4;0;2
k51n0h15_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_51;1;0.4;0;2
k52dea0_13496_wea;;;Netzgruppe_Default;Standort_52;1;10;0;2
k53dea0_1245117_wea;;;Netzgruppe_Default;Standort_53;1;10;0;2
k55n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k55n0h21_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k55n0h30_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k55n0h34_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k55n0h34_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k55n0h39_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k55n0h39_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_55;1;0.4;0;2
k56n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_56;1;0.4;0;2
k56n0h7_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_56;1;0.4;0;2
k56n0h9_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_56;1;0.4;0;2
k56n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_56;1;0.4;0;2
k56n0h13_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_56;1;0.4;0;2
k57dea0_18359_solar;;;Netzgruppe_Default;Standort_57;1;10;0;2
k57n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_57;1;0.4;0;2
k57n0h11_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_57;1;0.4;0;2
k57n0h15_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_57;1;0.4;0;2
k57n0h16_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_57;1;0.4;0;2
k57n0h24_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_57;1;0.4;0;2
k57n0h25_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_57;1;0.4;0;2
k59dea0_1353824_solar;;;Netzgruppe_Default;Standort_59;1;10;0;2
k6n0h11_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_6;1;0.4;0;2
k6n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_6;1;0.4;0;2
k6n0h17_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_6;1;0.4;0;2
k6n0h19_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_6;1;0.4;0;2
k6n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_6;1;0.4;0;2
k6n0h26_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_6;1;0.4;0;2
k60n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_60;1;0.4;0;2
k60n0h21_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_60;1;0.4;0;2
k60n0h23_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_60;1;0.4;0;2
k61n0h8_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_61;1;0.4;0;2
k61n0h8_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_61;1;0.4;0;2
k61n0h37_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_61;1;0.4;0;2
k61n0h49_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_61;1;0.4;0;2
k61n0h55_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_61;1;0.4;0;2
k61n0h58_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_61;1;0.4;0;2
k63n0h11_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_63;1;0.4;0;2
k63n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_63;1;0.4;0;2
k63n0h13_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_63;1;0.4;0;2
k63n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_63;1;0.4;0;2
k63n0h36_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_63;1;0.4;0;2
k63n0h50_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_63;1;0.4;0;2
k64dea0_18518_solar;;;Netzgruppe_Default;Standort_64;1;10;0;2
k67n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_67;1;0.4;0;2
k67n0h1_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_67;1;0.4;0;2
k67n0h2_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_67;1;0.4;0;2
k67n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_67;1;0.4;0;2
k67n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_67;1;0.4;0;2
k68n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_68;1;0.4;0;2
k68n0h7_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_68;1;0.4;0;2
k68n0h20_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_68;1;0.4;0;2
k68n0h31_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_68;1;0.4;0;2
k68n0h40_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_68;1;0.4;0;2
k68n0h45_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_68;1;0.4;0;2
k7dea0_1237372_wea;;;Netzgruppe_Default;Standort_7;1;10;0;2
k71n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_71;1;0.4;0;2
k71n0h0_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_71;1;0.4;0;2
k71n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_71;1;0.4;0;2
k71n0h8_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_71;1;0.4;0;2
k71n0h17_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_71;1;0.4;0;2
k71n0h75_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_71;1;0.4;0;2
k72dea0_1235996_wea;;;Netzgruppe_Default;Standort_72;1;10;0;2
k73n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h5_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h9_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h11_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h12_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h13_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k73n0h14_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_73;1;0.4;0;2
k74dea0_1023373_solar;;;Netzgruppe_Default;Standort_74;1;10;0;2
k75n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_75;1;0.4;0;2
k75n0h2_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_75;1;0.4;0;2
k76n0h18_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_76;1;0.4;0;2
k76n0h19_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_76;1;0.4;0;2
k76n0h27_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_76;1;0.4;0;2
k76n0h35_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_76;1;0.4;0;2
k76n0h46_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_76;1;0.4;0;2
k76n0h50_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_76;1;0.4;0;2
k77n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_77;1;0.4;0;2
k77n0h18_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_77;1;0.4;0;2
k77n0h21_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_77;1;0.4;0;2
k77n0h32_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_77;1;0.4;0;2
k77n0h33_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_77;1;0.4;0;2
k77n0h33_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_77;1;0.4;0;2
k79dea0_1238848_wea;;;Netzgruppe_Default;Standort_79;1;10;0;2
k8n0h11_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_8;1;0.4;0;2
k8n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_8;1;0.4;0;2
k8n0h31_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_8;1;0.4;0;2
k8n0h35_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_8;1;0.4;0;2
k80n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_80;1;0.4;0;2
k80n0h18_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_80;1;0.4;0;2
k81dea0_13267_wea;;;Netzgruppe_Default;Standort_81;1;10;0;2
k83n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k83n0h8_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k83n0h20_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k83n0h26_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k83n0h28_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k83n0h34_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k83n0h39_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_83;1;0.4;0;2
k84dea0_20121_solar;;;Netzgruppe_Default;Standort_84;1;10;0;2
k85dea0_13408_wea;;;Netzgruppe_Default;Standort_85;1;10;0;2
k86n0h2_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_86;1;0.4;0;2
k86n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_86;1;0.4;0;2
k87dea0_16783_solar;;;Netzgruppe_Default;Standort_87;1;10;0;2
k88n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_88;1;0.4;0;2
k88n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_88;1;0.4;0;2
k88n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_88;1;0.4;0;2
k88n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_88;1;0.4;0;2
k89n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_89;1;0.4;0;2
k89n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_89;1;0.4;0;2
k89n0h26_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_89;1;0.4;0;2
k89n0h28_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_89;1;0.4;0;2
k89n0h37_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_89;1;0.4;0;2
k89n0h49_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_89;1;0.4;0;2
k91dea0_15545_solar;;;Netzgruppe_Default;Standort_91;1;10;0;2
k92dea0_13321_wea;;;Netzgruppe_Default;Standort_92;1;10;0;2
k93n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_93;1;0.4;0;2
k93n0h1_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_93;1;0.4;0;2
k94n0h23_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_94;1;0.4;0;2
k94n0h25_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_94;1;0.4;0;2
k95dea0_1353823_solar;;;Netzgruppe_Default;Standort_95;1;10;0;2
k96n0h0_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_96;1;0.4;0;2
k96n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_96;1;0.4;0;2
k96n0h16_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_96;1;0.4;0;2
k96n0h27_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_96;1;0.4;0;2
k96n0h55_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_96;1;0.4;0;2
k96n0h60_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_96;1;0.4;0;2
k98n0h2_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_98;1;0.4;0;2
k98n0h4_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_98;1;0.4;0;2
k98n0h5_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_98;1;0.4;0;2
k98n0h7_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_98;1;0.4;0;2
k99n0h3_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_99;1;0.4;0;2
k99n0h8_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_99;1;0.4;0;2
k99n0h13_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_99;1;0.4;0;2
k99n0h22_nsPVErsatzeinsp;;;Netzgruppe_Default;Standort_99;1;0.4;0;2
k99n0h22_nsHeimSpeicherErsatzeinsp;;;Netzgruppe_Default;Standort_99;1;0.4;0;2
k152dea0_13442_wea;;;Netzgruppe_Default;Standort_Knoten_289_hrs_Stichabgang;1;10;0;2
